type	lat	lon	name	desc
T	6.401920000	-10.567290000		
T	6.402040000	-10.566180000		
T	6.402180000	-10.564940000		
T	6.402250000	-10.564440000		
T	6.402290000	-10.564180000		
T	6.402340000	-10.563940000		
T	6.402400000	-10.563670000		
T	6.402470000	-10.563400000		
T	6.402550000	-10.563140000		
T	6.402640000	-10.562890000		
T	6.402850000	-10.562240000		
T	6.403050000	-10.561600000		
T	6.403090000	-10.561470000		
T	6.403170000	-10.561210000		
T	6.403280000	-10.560850000		
T	6.403380000	-10.560540000		
T	6.403420000	-10.560380000		
T	6.403460000	-10.560220000		
T	6.403490000	-10.560050000		
T	6.403520000	-10.559890000		
T	6.403550000	-10.559720000		
T	6.403570000	-10.559550000		
T	6.403590000	-10.559210000		
T	6.403620000	-10.558880000		
T	6.403630000	-10.558540000		
T	6.403610000	-10.557880000		
T	6.403500000	-10.557420000		
T	6.403470000	-10.557300000		
T	6.403430000	-10.557190000		
T	6.403380000	-10.557070000		
T	6.403330000	-10.556950000		
T	6.403270000	-10.556830000		
T	6.403080000	-10.556470000		
T	6.402560000	-10.555580000		
T	6.402310000	-10.555110000		
T	6.402210000	-10.554860000		
T	6.402110000	-10.554610000		
T	6.401950000	-10.554120000		
T	6.401880000	-10.553870000		
T	6.401810000	-10.553620000		
T	6.401750000	-10.553300000		
T	6.401730000	-10.553140000		
T	6.401710000	-10.552980000		
T	6.401660000	-10.552670000		
T	6.401630000	-10.552350000		
T	6.401620000	-10.552100000		
T	6.401570000	-10.551330000		
T	6.401550000	-10.551110000		
T	6.401500000	-10.550140000		
T	6.401430000	-10.549080000		
T	6.401310000	-10.547220000		
T	6.401260000	-10.546360000		
T	6.401180000	-10.545110000		
T	6.401180000	-10.545070000		
T	6.401090000	-10.543820000		
T	6.400900000	-10.540950000		
T	6.400870000	-10.540360000		
T	6.400850000	-10.540010000		
T	6.400740000	-10.538280000		
T	6.400690000	-10.537340000		
T	6.400630000	-10.536650000		
T	6.400610000	-10.536350000		
T	6.400590000	-10.536200000		
T	6.400560000	-10.536020000		
T	6.400510000	-10.535750000		
T	6.400440000	-10.535450000		
T	6.400400000	-10.535290000		
T	6.400340000	-10.535150000		
T	6.400290000	-10.535000000		
T	6.400230000	-10.534860000		
T	6.400200000	-10.534790000		
T	6.400170000	-10.534720000		
T	6.400100000	-10.534580000		
T	6.400020000	-10.534440000		
T	6.399940000	-10.534300000		
T	6.399870000	-10.534170000		
T	6.399780000	-10.534040000		
T	6.399620000	-10.533800000		
T	6.399260000	-10.533330000		
T	6.398910000	-10.532880000		
T	6.398830000	-10.532750000		
T	6.398750000	-10.532620000		
T	6.398680000	-10.532480000		
T	6.398610000	-10.532340000		
T	6.398560000	-10.532180000		
T	6.398500000	-10.532010000		
T	6.398450000	-10.531840000		
T	6.398420000	-10.531680000		
T	6.398380000	-10.531360000		
T	6.398350000	-10.531040000		
T	6.398300000	-10.530400000		
T	6.398230000	-10.530060000		
T	6.398140000	-10.529740000		
T	6.398070000	-10.529570000		
T	6.397990000	-10.529410000		
T	6.397830000	-10.529110000		
T	6.397490000	-10.528500000		
T	6.396970000	-10.527600000		
T	6.396850000	-10.527360000		
T	6.396730000	-10.527110000		
T	6.396650000	-10.526860000		
T	6.396620000	-10.526730000		
T	6.396600000	-10.526590000		
T	6.396570000	-10.526430000		
T	6.396560000	-10.526260000		
T	6.396570000	-10.526100000		
T	6.396580000	-10.525930000		
T	6.396600000	-10.525770000		
T	6.396630000	-10.525620000		
T	6.396660000	-10.525470000		
T	6.396710000	-10.525320000		
T	6.396770000	-10.525170000		
T	6.396830000	-10.525020000		
T	6.396910000	-10.524880000		
T	6.396990000	-10.524750000		
T	6.397320000	-10.524230000		
T	6.398220000	-10.522830000		
T	6.398360000	-10.522580000		
T	6.398480000	-10.522330000		
T	6.398570000	-10.522050000		
T	6.398650000	-10.521770000		
T	6.398680000	-10.521550000		
T	6.398710000	-10.521340000		
T	6.398700000	-10.520920000		
T	6.398650000	-10.520010000		
T	6.398560000	-10.518230000		
T	6.398560000	-10.518020000		
T	6.398560000	-10.517810000		
T	6.398590000	-10.517610000		
T	6.398640000	-10.517410000		
T	6.398720000	-10.517190000		
T	6.398830000	-10.516970000		
T	6.398950000	-10.516790000		
T	6.399080000	-10.516610000		
T	6.399630000	-10.515920000		
T	6.400010000	-10.515450000		
T	6.400280000	-10.515110000		
T	6.400790000	-10.514420000		
T	6.401040000	-10.513970000		
T	6.401240000	-10.513500000		
T	6.401380000	-10.513010000		
T	6.401430000	-10.512720000		
T	6.401480000	-10.512510000		
T	6.401500000	-10.512250000		
T	6.401520000	-10.511990000		
T	6.401520000	-10.511740000		
T	6.401520000	-10.511480000		
T	6.401360000	-10.510460000		
T	6.401010000	-10.508360000		
T	6.400920000	-10.507820000		
T	6.400640000	-10.506140000		
T	6.400590000	-10.505740000		
T	6.400580000	-10.505530000		
T	6.400590000	-10.505330000		
T	6.400630000	-10.504930000		
T	6.400700000	-10.504540000		
T	6.401060000	-10.503170000		
T	6.401150000	-10.502780000		
T	6.401190000	-10.502590000		
T	6.401220000	-10.502400000		
T	6.401230000	-10.502200000		
T	6.401240000	-10.502000000		
T	6.401240000	-10.501800000		
T	6.401230000	-10.501600000		
T	6.401190000	-10.501320000		
T	6.401140000	-10.501040000		
T	6.401110000	-10.500900000		
T	6.401070000	-10.500760000		
T	6.400960000	-10.500500000		
T	6.400810000	-10.500160000		
T	6.400720000	-10.500000000		
T	6.400630000	-10.499850000		
T	6.400420000	-10.499560000		
T	6.400200000	-10.499290000		
T	6.398650000	-10.497510000		
T	6.398290000	-10.497090000		
T	6.397210000	-10.495880000		
T	6.396910000	-10.495550000		
T	6.396780000	-10.495380000		
T	6.396640000	-10.495210000		
T	6.396540000	-10.495030000		
T	6.396460000	-10.494840000		
T	6.396400000	-10.494660000		
T	6.396360000	-10.494450000		
T	6.396340000	-10.494220000		
T	6.396350000	-10.494110000		
T	6.396360000	-10.493990000		
T	6.396370000	-10.493880000		
T	6.396390000	-10.493760000		
T	6.396450000	-10.493530000		
T	6.396570000	-10.493040000		
T	6.396670000	-10.492670000		
T	6.397030000	-10.491230000		
T	6.397210000	-10.490480000		
T	6.397300000	-10.490110000		
T	6.397360000	-10.489930000		
T	6.397430000	-10.489750000		
T	6.397520000	-10.489590000		
T	6.397620000	-10.489440000		
T	6.397830000	-10.489180000		
T	6.398260000	-10.488710000		
T	6.399480000	-10.487320000		
T	6.400200000	-10.486490000		
T	6.400530000	-10.486120000		
T	6.400880000	-10.485770000		
T	6.402480000	-10.484220000		
T	6.403180000	-10.483430000		
T	6.403900000	-10.482570000		
T	6.404750000	-10.481530000		
T	6.405640000	-10.480540000		
T	6.406090000	-10.480120000		
T	6.406550000	-10.479730000		
T	6.406800000	-10.479550000		
T	6.407050000	-10.479390000		
T	6.407590000	-10.479080000		
T	6.409010000	-10.478350000		
T	6.409670000	-10.478010000		
T	6.413840000	-10.475830000		
T	6.416000000	-10.474680000		
T	6.417910000	-10.473680000		
T	6.418690000	-10.473270000		
T	6.420630000	-10.472300000		
T	6.422740000	-10.471210000		
T	6.423820000	-10.470650000		
T	6.424520000	-10.470240000		
T	6.424770000	-10.470060000		
T	6.424860000	-10.469990000		
T	6.425200000	-10.469720000		
T	6.425570000	-10.469380000		
T	6.425940000	-10.469010000		
T	6.426470000	-10.468480000		
T	6.426490000	-10.468470000		
T	6.427960000	-10.467070000		
T	6.429620000	-10.465530000		
T	6.429650000	-10.465500000		
T	6.431100000	-10.464140000		
T	6.432420000	-10.462900000		
T	6.433190000	-10.462180000		
T	6.433410000	-10.461970000		
T	6.435550000	-10.459950000		
T	6.437620000	-10.458000000		
T	6.438410000	-10.457270000		
T	6.438880000	-10.456800000		
T	6.440840000	-10.454950000		
T	6.441880000	-10.453980000		
T	6.443020000	-10.452880000		
T	6.443030000	-10.452870000		
T	6.443350000	-10.452560000		
T	6.443530000	-10.452430000		
T	6.443720000	-10.452320000		
T	6.443970000	-10.452180000		
T	6.444230000	-10.452060000		
T	6.444990000	-10.451700000		
T	6.445050000	-10.451670000		
T	6.445480000	-10.451420000		
T	6.445780000	-10.451220000		
T	6.446020000	-10.451050000		
T	6.446350000	-10.450680000		
T	6.446650000	-10.450280000		
T	6.447050000	-10.449670000		
T	6.447240000	-10.449380000		
T	6.447430000	-10.449180000		
T	6.447650000	-10.449000000		
T	6.447890000	-10.448850000		
T	6.448110000	-10.448730000		
T	6.448780000	-10.448420000		
T	6.449310000	-10.448160000		
T	6.449520000	-10.447990000		
T	6.449690000	-10.447800000		
T	6.449820000	-10.447590000		
T	6.449910000	-10.447350000		
T	6.449940000	-10.447200000		
T	6.449960000	-10.447040000		
T	6.449960000	-10.446890000		
T	6.449950000	-10.446740000		
T	6.449910000	-10.446590000		
T	6.449860000	-10.446450000		
T	6.449750000	-10.446170000		
T	6.449560000	-10.445690000		
T	6.449470000	-10.445440000		
T	6.449380000	-10.445200000		
T	6.449330000	-10.444960000		
T	6.449290000	-10.444720000		
T	6.449260000	-10.444480000		
T	6.449250000	-10.444240000		
T	6.449170000	-10.442470000		
T	6.449160000	-10.442280000		
T	6.449120000	-10.441680000		
T	6.449100000	-10.440890000		
T	6.449090000	-10.440680000		
T	6.449100000	-10.440430000		
T	6.449160000	-10.440020000		
T	6.449240000	-10.439720000		
T	6.449750000	-10.438270000		
T	6.449820000	-10.438080000		
T	6.450060000	-10.437300000		
T	6.450160000	-10.436880000		
T	6.450250000	-10.436460000		
T	6.450260000	-10.436250000		
T	6.450280000	-10.436150000		
T	6.450290000	-10.434360000		
T	6.450300000	-10.433410000		
T	6.450300000	-10.432870000		
T	6.450310000	-10.432600000		
T	6.450330000	-10.432330000		
T	6.450370000	-10.432080000		
T	6.450430000	-10.431850000		
T	6.450500000	-10.431620000		
T	6.450600000	-10.431390000		
T	6.451260000	-10.430300000		
T	6.451330000	-10.430190000		
T	6.451950000	-10.429220000		
T	6.452150000	-10.428830000		
T	6.452230000	-10.428620000		
T	6.452290000	-10.428410000		
T	6.452330000	-10.428200000		
T	6.452350000	-10.428000000		
T	6.452370000	-10.427800000		
T	6.452390000	-10.427590000		
T	6.452360000	-10.427190000		
T	6.452300000	-10.426860000		
T	6.452290000	-10.426790000		
T	6.452160000	-10.426060000		
T	6.452060000	-10.425550000		
T	6.452030000	-10.425290000		
T	6.452030000	-10.425020000		
T	6.452060000	-10.424820000		
T	6.452120000	-10.424640000		
T	6.452200000	-10.424460000		
T	6.452300000	-10.424290000		
T	6.452410000	-10.424140000		
T	6.452530000	-10.424010000		
T	6.452680000	-10.423900000		
T	6.452840000	-10.423810000		
T	6.453140000	-10.423690000		
T	6.453430000	-10.423600000		
T	6.455860000	-10.422890000		
T	6.456190000	-10.422760000		
T	6.456410000	-10.422650000		
T	6.456590000	-10.422550000		
T	6.457350000	-10.422130000		
T	6.458080000	-10.421710000		
T	6.458800000	-10.421300000		
T	6.459790000	-10.420790000		
T	6.460160000	-10.420580000		
T	6.460740000	-10.420250000		
T	6.462160000	-10.419480000		
T	6.463090000	-10.418960000		
T	6.463450000	-10.418790000		
T	6.463660000	-10.418700000		
T	6.463840000	-10.418640000		
T	6.464030000	-10.418580000		
T	6.464430000	-10.418480000		
T	6.464760000	-10.418360000		
T	6.465080000	-10.418170000		
T	6.465240000	-10.418060000		
T	6.465390000	-10.417950000		
T	6.465650000	-10.417670000		
T	6.465980000	-10.417320000		
T	6.466190000	-10.417110000		
T	6.466750000	-10.416600000		
T	6.466990000	-10.416350000		
T	6.467090000	-10.416200000		
T	6.467180000	-10.416040000		
T	6.467260000	-10.415810000		
T	6.467430000	-10.415150000		
T	6.467510000	-10.414780000		
T	6.467770000	-10.413780000		
T	6.467880000	-10.413460000		
T	6.468040000	-10.413200000		
T	6.468260000	-10.412890000		
T	6.468380000	-10.412730000		
T	6.469460000	-10.411370000		
T	6.471010000	-10.409470000		
T	6.471280000	-10.409080000		
T	6.471520000	-10.408670000		
T	6.471740000	-10.408280000		
T	6.471860000	-10.408080000		
T	6.471990000	-10.407900000		
T	6.472190000	-10.407640000		
T	6.472400000	-10.407400000		
T	6.472850000	-10.406920000		
T	6.473710000	-10.405970000		
T	6.475020000	-10.404530000		
T	6.475730000	-10.403730000		
T	6.476360000	-10.403030000		
T	6.476800000	-10.402560000		
T	6.476920000	-10.402440000		
T	6.477050000	-10.402340000		
T	6.477190000	-10.402250000		
T	6.477340000	-10.402180000		
T	6.477590000	-10.402100000		
T	6.477830000	-10.402070000		
T	6.478070000	-10.402070000		
T	6.478310000	-10.402100000		
T	6.478420000	-10.402130000		
T	6.479250000	-10.402410000		
T	6.481890000	-10.403350000		
T	6.482270000	-10.403490000		
T	6.482470000	-10.403550000		
T	6.482680000	-10.403600000		
T	6.482840000	-10.403620000		
T	6.483000000	-10.403630000		
T	6.483260000	-10.403580000		
T	6.483510000	-10.403520000		
T	6.483750000	-10.403390000		
T	6.483970000	-10.403230000		
T	6.484810000	-10.402490000		
T	6.487500000	-10.400120000		
T	6.488140000	-10.399530000		
T	6.489770000	-10.397940000		
T	6.490620000	-10.397110000		
T	6.490920000	-10.396760000		
T	6.491070000	-10.396490000		
T	6.491190000	-10.396210000		
T	6.491240000	-10.395970000		
T	6.491270000	-10.395690000		
T	6.491280000	-10.395390000		
T	6.491300000	-10.395100000		
T	6.491350000	-10.394820000		
T	6.491450000	-10.394430000		
T	6.491790000	-10.393570000		
T	6.491900000	-10.393320000		
T	6.492040000	-10.393100000		
T	6.492210000	-10.392910000		
T	6.492440000	-10.392750000		
T	6.493200000	-10.392360000		
T	6.493970000	-10.391950000		
T	6.494880000	-10.391480000		
T	6.495120000	-10.391370000		
T	6.495240000	-10.391320000		
T	6.495370000	-10.391290000		
T	6.495570000	-10.391250000		
T	6.495670000	-10.391240000		
T	6.495770000	-10.391240000		
T	6.495870000	-10.391240000		
T	6.495980000	-10.391240000		
T	6.496180000	-10.391260000		
T	6.496990000	-10.391310000		
T	6.497700000	-10.391360000		
T	6.498160000	-10.391350000		
T	6.498410000	-10.391280000		
T	6.498650000	-10.391190000		
T	6.498960000	-10.391070000		
T	6.499280000	-10.390990000		
T	6.499480000	-10.390950000		
T	6.499670000	-10.390920000		
T	6.500140000	-10.390880000		
T	6.501010000	-10.390840000		
T	6.501280000	-10.390860000		
T	6.501550000	-10.390890000		
T	6.502090000	-10.390990000		
T	6.503140000	-10.391170000		
T	6.504280000	-10.391360000		
T	6.504800000	-10.391460000		
T	6.505050000	-10.391520000		
T	6.505300000	-10.391630000		
T	6.505470000	-10.391780000		
T	6.505640000	-10.391950000		
T	6.505950000	-10.392290000		
T	6.506580000	-10.393000000		
T	6.506700000	-10.393160000		
T	6.506880000	-10.393320000		
T	6.507140000	-10.393490000		
T	6.507300000	-10.393560000		
T	6.507480000	-10.393620000		
T	6.507680000	-10.393660000		
T	6.507900000	-10.393680000		
T	6.508130000	-10.393660000		
T	6.508850000	-10.393510000		
T	6.510480000	-10.393120000		
T	6.510750000	-10.393060000		
T	6.510920000	-10.392980000		
T	6.511070000	-10.392900000		
T	6.511220000	-10.392800000		
T	6.511370000	-10.392690000		
T	6.511880000	-10.392190000		
T	6.513210000	-10.390890000		
T	6.513540000	-10.390580000		
T	6.514810000	-10.389320000		
T	6.515430000	-10.388690000		
T	6.515760000	-10.388380000		
T	6.516080000	-10.388090000		
T	6.516330000	-10.387870000		
T	6.516600000	-10.387680000		
T	6.517160000	-10.387300000		
T	6.517430000	-10.387130000		
T	6.517700000	-10.386950000		
T	6.517980000	-10.386740000		
T	6.518250000	-10.386530000		
T	6.518450000	-10.386350000		
T	6.518660000	-10.386170000		
T	6.519050000	-10.385760000		
T	6.519450000	-10.385350000		
T	6.519840000	-10.384950000		
T	6.520600000	-10.384190000		
T	6.521040000	-10.383740000		
T	6.521360000	-10.383410000		
T	6.521580000	-10.383100000		
T	6.521780000	-10.382780000		
T	6.522390000	-10.381720000		
T	6.522480000	-10.381560000		
T	6.522640000	-10.381280000		
T	6.522710000	-10.381150000		
T	6.522750000	-10.381020000		
T	6.522800000	-10.380880000		
T	6.522830000	-10.380730000		
T	6.522840000	-10.380520000		
T	6.522820000	-10.380310000		
T	6.522780000	-10.379890000		
T	6.522690000	-10.379070000		
T	6.522610000	-10.378400000		
T	6.522580000	-10.378090000		
T	6.522550000	-10.377790000		
T	6.522550000	-10.377670000		
T	6.522550000	-10.377560000		
T	6.522560000	-10.377450000		
T	6.522580000	-10.377340000		
T	6.522630000	-10.377130000		
T	6.522630000	-10.377120000		
T	6.522700000	-10.376920000		
T	6.522790000	-10.376720000		
T	6.522900000	-10.376530000		
T	6.523050000	-10.376360000		
T	6.523200000	-10.376210000		
T	6.523520000	-10.375920000		
T	6.523550000	-10.375900000		
T	6.523570000	-10.375870000		
T	6.523600000	-10.375850000		
T	6.523630000	-10.375820000		
T	6.523660000	-10.375800000		
T	6.523690000	-10.375770000		
T	6.523710000	-10.375750000		
T	6.523740000	-10.375720000		
T	6.523770000	-10.375700000		
T	6.523800000	-10.375670000		
T	6.523830000	-10.375650000		
T	6.523860000	-10.375620000		
T	6.523890000	-10.375600000		
T	6.523910000	-10.375580000		
T	6.523940000	-10.375550000		
T	6.523970000	-10.375530000		
T	6.524000000	-10.375510000		
T	6.524040000	-10.375490000		
T	6.524070000	-10.375470000		
T	6.524100000	-10.375450000		
T	6.524130000	-10.375420000		
T	6.524160000	-10.375400000		
T	6.524190000	-10.375380000		
T	6.524220000	-10.375370000		
T	6.524260000	-10.375350000		
T	6.524290000	-10.375330000		
T	6.524320000	-10.375310000		
T	6.524350000	-10.375290000		
T	6.524390000	-10.375270000		
T	6.524420000	-10.375260000		
T	6.524460000	-10.375250000		
T	6.524490000	-10.375240000		
T	6.524530000	-10.375220000		
T	6.524560000	-10.375210000		
T	6.524600000	-10.375200000		
T	6.524630000	-10.375190000		
T	6.524670000	-10.375180000		
T	6.524710000	-10.375170000		
T	6.524740000	-10.375160000		
T	6.524780000	-10.375150000		
T	6.524820000	-10.375140000		
T	6.524850000	-10.375130000		
T	6.524890000	-10.375120000		
T	6.524930000	-10.375120000		
T	6.524960000	-10.375110000		
T	6.525000000	-10.375100000		
T	6.525040000	-10.375100000		
T	6.525070000	-10.375090000		
T	6.525110000	-10.375080000		
T	6.525150000	-10.375080000		
T	6.525180000	-10.375070000		
T	6.525220000	-10.375060000		
T	6.525260000	-10.375060000		
T	6.525290000	-10.375050000		
T	6.525330000	-10.375050000		
T	6.525370000	-10.375040000		
T	6.525440000	-10.375030000		
T	6.525480000	-10.375020000		
T	6.525520000	-10.375020000		
T	6.525550000	-10.375010000		
T	6.525590000	-10.375010000		
T	6.525630000	-10.375000000		
T	6.525660000	-10.374990000		
T	6.525700000	-10.374990000		
T	6.525740000	-10.374980000		
T	6.525770000	-10.374980000		
T	6.525810000	-10.374970000		
T	6.525850000	-10.374970000		
T	6.525890000	-10.374960000		
T	6.525920000	-10.374960000		
T	6.525960000	-10.374950000		
T	6.526000000	-10.374940000		
T	6.526030000	-10.374940000		
T	6.526070000	-10.374930000		
T	6.526110000	-10.374930000		
T	6.526140000	-10.374920000		
T	6.526180000	-10.374920000		
T	6.526220000	-10.374910000		
T	6.526260000	-10.374900000		
T	6.526290000	-10.374890000		
T	6.526330000	-10.374890000		
T	6.526360000	-10.374880000		
T	6.526400000	-10.374870000		
T	6.526440000	-10.374860000		
T	6.526470000	-10.374850000		
T	6.526510000	-10.374840000		
T	6.526550000	-10.374840000		
T	6.526580000	-10.374830000		
T	6.526620000	-10.374820000		
T	6.526660000	-10.374810000		
T	6.526690000	-10.374810000		
T	6.526730000	-10.374800000		
T	6.526770000	-10.374790000		
T	6.526800000	-10.374790000		
T	6.526840000	-10.374780000		
T	6.526880000	-10.374770000		
T	6.526910000	-10.374760000		
T	6.526950000	-10.374750000		
T	6.526980000	-10.374740000		
T	6.526990000	-10.374740000		
T	6.527150000	-10.374670000		
T	6.527290000	-10.374600000		
T	6.527430000	-10.374520000		
